date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
2015-02-05 07:23:00,105,65,0,6,48,0
2015-02-05 07:24:00,105,65,0,6,48,0
2015-02-05 07:25:00,105,65,0,6,48,0
2015-02-05 07:25:59,105,65,0,6,48,0
2015-02-05 07:27:00,105,65,0,6,48,0
2015-02-05 07:27:59,105,65,0,6,48,0
2015-02-05 07:28:59,105,65,0,6,48,0
2015-02-05 07:30:00,105,64,0,7,47,0
2015-02-05 07:31:00,105,65,0,7,48,0
2015-02-05 07:32:00,105,64,0,6,46,0
2015-02-05 07:33:00,105,64,0,6,46,0
2015-02-05 07:34:00,105,64,0,7,46,0
2015-02-05 07:34:59,105,64,0,5,46,0
2015-02-05 07:36:00,105,64,0,6,46,0
2015-02-05 07:37:00,105,64,0,7,46,0
2015-02-05 07:38:00,105,64,58,6,46,1
2015-02-05 07:38:59,105,64,70,7,47,0
2015-02-05 07:40:00,105,65,69,8,48,0
2015-02-05 07:40:59,105,65,69,9,47,0
2015-02-05 07:41:59,107,65,69,9,48,1
2015-02-05 07:43:00,107,65,69,9,48,1
2015-02-05 07:44:00,107,65,69,9,48,1
2015-02-05 07:45:00,109,67,67,10,50,1
2015-02-05 07:46:00,111,68,67,12,52,1
2015-02-05 07:46:59,112,69,67,13,53,1
2015-02-05 07:47:59,113,71,67,13,55,1
2015-02-05 07:49:00,112,71,65,14,55,1
2015-02-05 07:50:00,117,73,65,16,57,1
2015-02-05 07:51:00,117,74,65,16,58,1
2015-02-05 07:52:00,117,74,65,17,58,1
2015-02-05 07:53:00,117,74,65,17,58,1
2015-02-05 07:53:59,117,74,65,18,59,1
2015-02-05 07:54:59,120,75,65,18,60,1
2015-02-05 07:56:00,122,76,68,19,61,1
2015-02-05 07:57:00,124,76,67,20,62,1
2015-02-05 07:58:00,124,76,67,20,62,1
2015-02-05 07:59:00,124,77,67,21,63,1
2015-02-05 07:59:59,124,78,67,22,63,1
2015-02-05 08:00:59,124,78,66,23,63,1
2015-02-05 08:02:00,124,78,66,24,63,1
2015-02-05 08:03:00,124,79,66,24,64,1
2015-02-05 08:04:00,124,79,66,25,64,1
2015-02-05 08:05:00,125,79,66,26,65,1
2015-02-05 08:06:00,125,79,67,27,65,1
2015-02-05 08:06:59,127,79,69,27,66,1
2015-02-05 08:08:00,125,79,69,27,65,1
2015-02-05 08:09:00,130,79,69,27,66,1
2015-02-05 08:10:00,129,79,69,28,66,1
2015-02-05 08:10:59,126,78,69,29,64,1
2015-02-05 08:12:00,129,80,69,31,66,1
2015-02-05 08:12:59,130,80,69,31,67,1
2015-02-05 08:13:59,130,80,69,31,67,1
2015-02-05 08:15:00,130,79,69,31,66,1
2015-02-05 08:16:00,133,79,69,32,67,1
2015-02-05 08:17:00,136,79,69,32,68,1
2015-02-05 08:18:00,136,80,69,34,68,1
2015-02-05 08:19:00,136,80,69,35,68,1
2015-02-05 08:19:59,140,81,69,36,70,1
2015-02-05 08:21:00,142,81,69,37,70,1
2015-02-05 08:22:00,142,81,69,37,71,0
2015-02-05 08:23:00,142,81,69,37,71,1
2015-02-05 08:23:59,144,81,70,38,72,1
2015-02-05 08:25:00,142,82,70,39,72,1
2015-02-05 08:25:59,145,82,70,41,73,1
2015-02-05 08:26:59,142,83,70,41,72,1
2015-02-05 08:28:00,142,83,69,42,73,1
2015-02-05 08:29:00,143,84,70,43,74,1
2015-02-05 08:30:00,142,84,69,43,74,1
2015-02-05 08:31:00,142,84,71,44,74,1
2015-02-05 08:31:59,145,84,71,44,74,1
2015-02-05 08:32:59,144,83,71,44,73,1
2015-02-05 08:34:00,142,83,71,44,73,1
2015-02-05 08:35:00,145,85,71,45,75,1
2015-02-05 08:36:00,142,85,71,46,75,1
2015-02-05 08:37:00,145,85,71,46,76,1
2015-02-05 08:38:00,145,85,71,48,76,1
2015-02-05 08:38:59,144,85,70,49,75,1
2015-02-05 08:39:59,146,85,71,50,76,1
2015-02-05 08:41:00,147,85,70,51,76,1
2015-02-05 08:42:00,148,85,70,51,77,1
2015-02-05 08:43:00,146,85,70,52,76,1
2015-02-05 08:44:00,144,85,71,51,75,1
2015-02-05 08:44:59,148,85,73,51,76,1
2015-02-05 08:45:59,144,85,73,53,75,1
2015-02-05 08:47:00,148,85,73,53,77,1
2015-02-05 08:48:00,147,85,72,52,75,1
2015-02-05 08:49:00,148,85,73,53,76,1
2015-02-05 08:50:00,148,85,72,54,76,1
2015-02-05 08:51:00,148,85,73,54,77,1
2015-02-05 08:51:59,148,85,73,55,77,1
2015-02-05 08:53:00,148,85,74,58,77,1
2015-02-05 08:54:00,150,86,75,58,77,1
2015-02-05 08:55:00,148,85,73,59,77,1
2015-02-05 08:55:59,152,86,73,59,78,1
2015-02-05 08:57:00,153,86,75,59,78,1
2015-02-05 08:57:59,155,87,74,58,79,1
2015-02-05 08:58:59,155,87,75,58,79,1
2015-02-05 09:00:00,155,87,74,58,79,1
2015-02-05 09:01:00,155,86,76,59,79,1
2015-02-05 09:02:00,155,86,76,58,79,1
2015-02-05 09:03:00,155,85,77,59,78,1
2015-02-05 09:04:00,157,88,78,59,81,1
2015-02-05 09:04:59,158,88,77,62,81,1
2015-02-05 09:06:00,161,87,78,63,81,1
2015-02-05 09:07:00,161,88,79,62,83,1
2015-02-05 09:08:00,167,90,79,63,86,1
2015-02-05 09:08:59,167,90,80,66,86,1
2015-02-05 09:10:00,172,92,80,68,89,1
2015-02-05 09:10:59,173,92,81,69,89,1
2015-02-05 09:11:59,175,93,81,71,90,1
2015-02-05 09:13:00,176,94,81,72,92,1
2015-02-05 09:14:00,179,95,81,73,94,1
2015-02-05 09:15:00,179,96,81,76,94,1
2015-02-05 09:16:00,179,96,81,76,94,1
2015-02-05 09:16:59,179,97,81,78,96,1
2015-02-05 09:17:59,181,98,81,79,97,1
2015-02-05 09:19:00,184,98,82,80,98,1
2015-02-05 09:20:00,186,99,83,82,99,1
2015-02-05 09:21:00,186,99,83,82,100,1
2015-02-05 09:22:00,186,100,83,83,100,1
2015-02-05 09:23:00,186,100,83,83,100,1
2015-02-05 09:23:59,188,100,85,84,101,1
2015-02-05 09:24:59,189,102,83,86,103,1
2015-02-05 09:26:00,190,103,83,87,104,1
2015-02-05 09:27:00,190,104,81,88,105,1
2015-02-05 09:28:00,192,104,82,90,106,1
2015-02-05 09:29:00,192,104,83,91,106,1
2015-02-05 09:29:59,192,106,80,93,108,1
2015-02-05 09:30:59,192,103,78,93,105,1
2015-02-05 09:32:00,192,103,78,94,105,1
2015-02-05 09:33:00,192,103,79,92,105,1
2015-02-05 09:34:00,192,103,79,92,105,1
2015-02-05 09:35:00,192,106,78,93,107,1
2015-02-05 09:36:00,192,106,80,95,108,1
2015-02-05 09:36:59,192,106,78,97,108,1
2015-02-05 09:38:00,192,102,77,96,104,1
2015-02-05 09:39:00,192,103,75,95,105,1
2015-02-05 09:40:00,192,104,75,94,106,1
2015-02-05 09:40:59,192,105,75,94,107,1
2015-02-05 09:42:00,194,105,75,96,108,1
2015-02-05 09:42:59,192,106,73,96,108,1
2015-02-05 09:43:59,192,106,76,98,108,1
2015-02-05 09:45:00,192,107,74,97,109,1
2015-02-05 09:46:00,192,107,72,96,109,1
2015-02-05 09:47:00,192,107,74,96,109,1
2015-02-05 09:48:00,192,107,74,96,109,1
2015-02-05 09:49:00,191,107,74,96,109,1
2015-02-05 09:49:59,191,108,74,96,109,1
2015-02-05 09:51:00,192,108,74,97,110,1
2015-02-05 09:52:00,192,108,74,96,110,1
2015-02-05 09:53:00,192,108,75,97,110,1
2015-02-05 09:53:59,192,109,76,97,111,1
2015-02-05 09:55:00,192,109,74,98,110,1
2015-02-05 09:55:59,192,109,75,98,111,1
2015-02-05 09:56:59,192,109,74,98,111,1
2015-02-05 09:58:00,192,109,76,98,111,1
2015-02-05 09:59:00,192,109,73,98,111,1
2015-02-05 10:00:00,192,111,74,98,113,1
2015-02-05 10:01:00,194,110,74,97,112,1
2015-02-05 10:01:59,192,110,74,97,112,1
2015-02-05 10:02:59,192,110,75,98,112,1
2015-02-05 10:04:00,192,111,74,98,112,1
2015-02-05 10:05:00,192,110,74,99,112,1
2015-02-05 10:06:00,192,111,74,98,112,1
2015-02-05 10:07:00,192,111,75,99,113,1
2015-02-05 10:08:00,192,111,74,98,112,1
2015-02-05 10:08:59,192,111,74,99,112,1
2015-02-05 10:09:59,192,112,74,100,114,1
2015-02-05 10:11:00,192,112,74,99,114,1
2015-02-05 10:12:00,192,112,74,99,113,1
2015-02-05 10:13:00,195,112,74,99,115,1
2015-02-05 10:14:00,192,113,75,100,115,1
2015-02-05 10:14:59,192,113,74,100,114,1
2015-02-05 10:15:59,192,113,74,100,114,1
2015-02-05 10:17:00,192,112,77,100,114,1
2015-02-05 10:18:00,192,112,77,100,114,1
2015-02-05 10:19:00,192,112,76,100,114,1
2015-02-05 10:20:00,192,112,77,100,114,1
2015-02-05 10:21:00,192,112,77,100,114,1
2015-02-05 10:21:59,192,112,75,99,114,0
2015-02-05 10:23:00,192,112,75,98,114,0
2015-02-05 10:24:00,189,112,77,98,112,0
2015-02-05 10:25:00,189,111,77,98,112,0
2015-02-05 10:25:59,188,110,77,98,111,1
2015-02-05 10:27:00,189,109,77,96,110,1
2015-02-05 10:27:59,186,108,77,96,108,1
2015-02-05 10:28:59,186,108,77,96,108,1
2015-02-05 10:30:00,186,108,77,96,108,1
2015-02-05 10:31:00,190,108,76,95,109,1
2015-02-05 10:32:00,189,108,74,94,109,1
2015-02-05 10:33:00,191,108,74,93,110,1
2015-02-05 10:34:00,192,108,74,93,110,1
2015-02-05 10:34:59,192,108,76,93,110,1
2015-02-05 10:36:00,192,108,76,93,110,1
2015-02-05 10:37:00,192,108,76,92,110,1
2015-02-05 10:38:00,192,108,75,93,110,1
2015-02-05 10:38:59,192,107,77,93,109,1
2015-02-05 10:40:00,191,107,76,93,109,1
2015-02-05 10:40:59,192,107,74,94,109,1
2015-02-05 10:41:59,186,106,74,94,106,1
2015-02-05 10:43:00,191,107,74,94,109,1
2015-02-05 10:44:00,188,106,74,94,107,1
2015-02-05 10:45:00,186,107,74,94,107,1
2015-02-05 10:46:00,188,108,74,94,108,1
2015-02-05 10:46:59,191,108,74,96,109,1
2015-02-05 10:47:59,186,107,72,96,107,1
2015-02-05 10:49:00,191,108,73,96,110,1
2015-02-05 10:50:00,190,109,74,96,110,1
2015-02-05 10:51:00,189,109,74,97,110,1
2015-02-05 10:52:00,190,109,74,97,110,1
2015-02-05 10:53:00,191,109,74,97,110,1
2015-02-05 10:53:59,188,109,77,97,109,1
2015-02-05 10:54:59,188,109,76,98,109,1
2015-02-05 10:56:00,188,109,77,99,110,1
2015-02-05 10:57:00,191,109,76,98,111,1
2015-02-05 10:58:00,191,109,76,99,111,1
2015-02-05 10:59:00,190,110,76,99,111,1
2015-02-05 10:59:59,190,110,78,100,111,1
2015-02-05 11:00:59,192,111,78,100,112,1
2015-02-05 11:02:00,192,111,76,101,112,1
2015-02-05 11:03:00,192,111,77,102,112,1
2015-02-05 11:04:00,192,111,76,102,112,1
2015-02-05 11:05:00,192,111,76,102,113,1
2015-02-05 11:06:00,192,112,76,103,114,1
2015-02-05 11:06:59,192,112,76,104,114,1
2015-02-05 11:08:00,192,112,75,105,114,1
2015-02-05 11:09:00,192,112,74,105,114,1
2015-02-05 11:10:00,194,112,74,104,114,1
2015-02-05 11:10:59,192,112,74,104,114,1
2015-02-05 11:12:00,197,112,74,105,115,1
2015-02-05 11:12:59,197,112,74,104,115,1
2015-02-05 11:13:59,197,112,73,103,115,1
2015-02-05 11:15:00,197,112,72,103,115,1
2015-02-05 11:16:00,199,112,72,103,115,1
2015-02-05 11:17:00,199,112,74,104,115,1
2015-02-05 11:18:00,199,112,74,104,115,1
2015-02-05 11:19:00,199,112,73,103,115,1
2015-02-05 11:19:59,199,112,73,103,115,1
2015-02-05 11:21:00,195,112,73,104,115,1
2015-02-05 11:22:00,195,112,73,104,115,1
2015-02-05 11:23:00,199,112,74,103,115,1
2015-02-05 11:23:59,197,113,75,102,116,1
2015-02-05 11:25:00,199,113,75,103,117,1
2015-02-05 11:25:59,199,114,74,102,117,1
2015-02-05 11:26:59,196,115,73,104,118,1
2015-02-05 11:28:00,199,114,73,107,118,1
2015-02-05 11:29:00,199,115,73,108,118,1
2015-02-05 11:30:00,197,115,72,107,119,1
2015-02-05 11:31:00,199,115,73,109,119,1
2015-02-05 11:31:59,199,115,74,109,119,1
2015-02-05 11:32:59,199,116,74,109,120,1
2015-02-05 11:34:00,199,116,74,109,120,1
2015-02-05 11:35:00,199,116,74,111,120,1
2015-02-05 11:36:00,199,116,74,111,120,1
2015-02-05 11:37:00,199,117,75,112,120,1
2015-02-05 11:38:00,199,116,74,113,120,1
2015-02-05 11:38:59,199,116,74,113,120,1
2015-02-05 11:39:59,199,117,74,113,120,1
2015-02-05 11:41:00,199,116,74,113,120,1
2015-02-05 11:42:00,199,117,74,114,121,1
2015-02-05 11:43:00,199,116,74,114,120,1
2015-02-05 11:44:00,199,117,75,113,121,1
2015-02-05 11:44:59,199,118,73,112,121,1
2015-02-05 11:45:59,199,117,73,113,121,1
2015-02-05 11:47:00,199,117,73,114,121,1
2015-02-05 11:48:00,199,118,73,114,121,1
2015-02-05 11:49:00,197,118,73,114,121,1
2015-02-05 11:50:00,199,118,73,113,121,1
2015-02-05 11:51:00,199,117,73,113,120,1
2015-02-05 11:51:59,199,116,73,112,120,1
2015-02-05 11:53:00,199,117,73,110,120,1
2015-02-05 11:54:00,199,118,75,111,121,1
2015-02-05 11:55:00,199,118,75,112,121,1
2015-02-05 11:55:59,197,118,74,112,121,1
2015-02-05 11:57:00,197,118,75,114,121,1
2015-02-05 11:57:59,197,118,75,112,121,1
2015-02-05 11:58:59,199,118,76,112,121,1
2015-02-05 12:00:00,199,118,76,111,121,1
2015-02-05 12:01:00,199,118,76,110,121,1
2015-02-05 12:02:00,199,117,79,110,121,1
2015-02-05 12:03:00,199,118,78,111,121,1
2015-02-05 12:04:00,199,116,80,110,120,1
2015-02-05 12:04:59,197,116,77,109,119,1
2015-02-05 12:06:00,199,117,78,108,121,1
2015-02-05 12:07:00,199,116,79,108,120,1
2015-02-05 12:08:00,199,116,80,107,119,1
2015-02-05 12:08:59,199,116,83,106,120,1
2015-02-05 12:10:00,199,116,82,105,120,1
2015-02-05 12:10:59,199,116,86,106,120,1
2015-02-05 12:11:59,199,116,90,106,119,1
2015-02-05 12:13:00,199,115,91,105,118,1
2015-02-05 12:14:00,202,115,92,105,119,1
2015-02-05 12:15:00,204,115,93,102,120,1
2015-02-05 12:16:00,206,115,100,102,120,1
2015-02-05 12:16:59,210,114,114,104,121,1
2015-02-05 12:17:59,210,116,108,106,123,1
2015-02-05 12:19:00,213,116,122,108,124,1
2015-02-05 12:20:00,215,115,116,108,124,1
2015-02-05 12:21:00,219,114,100,107,124,1
2015-02-05 12:22:00,222,115,108,107,125,1
2015-02-05 12:23:00,223,114,113,108,125,1
2015-02-05 12:23:59,223,114,92,108,125,1
2015-02-05 12:24:59,223,115,109,109,126,1
2015-02-05 12:26:00,228,115,109,110,127,1
2015-02-05 12:27:00,228,116,106,109,128,1
2015-02-05 12:28:00,230,117,105,112,130,1
2015-02-05 12:29:00,231,114,92,112,127,1
2015-02-05 12:29:59,230,115,88,109,128,1
2015-02-05 12:30:59,230,115,85,110,128,1
2015-02-05 12:32:00,230,115,84,111,128,1
2015-02-05 12:33:00,230,115,87,111,128,0
2015-02-05 12:34:00,230,115,88,110,128,0
2015-02-05 12:35:00,230,115,89,109,128,0
2015-02-05 12:36:00,228,115,99,108,127,0
2015-02-05 12:36:59,230,114,98,108,127,0
2015-02-05 12:38:00,230,113,87,106,126,0
2015-02-05 12:39:00,230,113,85,106,126,0
2015-02-05 12:40:00,230,113,88,105,125,0
2015-02-05 12:40:59,228,112,87,105,124,0
2015-02-05 12:42:00,227,111,86,102,123,0
2015-02-05 12:42:59,228,111,86,101,124,0
2015-02-05 12:43:59,227,111,85,100,123,1
2015-02-05 12:45:00,225,111,88,99,122,1
2015-02-05 12:46:00,223,109,90,98,120,1
2015-02-05 12:47:00,225,111,93,98,122,1
2015-02-05 12:48:00,225,111,96,99,122,1
2015-02-05 12:49:00,223,111,88,99,122,1
2015-02-05 12:49:59,223,111,90,99,122,1
2015-02-05 12:51:00,223,111,103,98,122,1
2015-02-05 12:52:00,225,110,94,97,122,1
2015-02-05 12:53:00,227,111,103,98,122,1
2015-02-05 12:53:59,228,111,120,98,123,1
2015-02-05 12:55:00,231,110,113,96,124,1
2015-02-05 12:55:59,233,109,104,96,123,0
2015-02-05 12:56:59,239,109,111,96,124,0
2015-02-05 12:58:00,241,108,93,95,124,0
2015-02-05 12:59:00,241,107,96,95,123,0
2015-02-05 13:00:00,241,106,102,93,122,0
2015-02-05 13:01:00,241,107,95,92,123,0
2015-02-05 13:01:59,241,107,97,92,123,0
2015-02-05 13:02:59,241,106,96,92,122,0
2015-02-05 13:04:00,241,105,93,92,121,0
2015-02-05 13:05:00,241,104,88,90,121,1
2015-02-05 13:06:00,238,104,81,89,119,1
2015-02-05 13:07:00,237,103,56,89,118,1
2015-02-05 13:08:00,235,103,6,89,118,0
2015-02-05 13:08:59,235,103,5,89,117,0
2015-02-05 13:09:59,235,105,4,86,119,0
2015-02-05 13:11:00,232,105,3,86,118,0
2015-02-05 13:12:00,230,105,2,88,118,0
2015-02-05 13:13:00,230,106,5,87,119,0
2015-02-05 13:14:00,228,106,5,86,118,0
2015-02-05 13:14:59,223,106,5,85,116,0
2015-02-05 13:15:59,223,106,4,84,117,0
2015-02-05 13:17:00,221,106,5,84,116,0
2015-02-05 13:18:00,219,106,5,84,116,0
2015-02-05 13:19:00,217,106,5,84,115,0
2015-02-05 13:20:00,217,106,5,83,115,0
2015-02-05 13:21:00,212,106,5,82,113,0
2015-02-05 13:21:59,210,106,5,81,113,0
2015-02-05 13:23:00,210,106,4,81,113,0
2015-02-05 13:24:00,210,106,7,81,113,0
2015-02-05 13:25:00,210,106,8,80,113,0
2015-02-05 13:25:59,210,106,11,80,113,0
2015-02-05 13:27:00,207,106,16,79,112,0
2015-02-05 13:27:59,206,106,15,78,112,0
2015-02-05 13:28:59,204,106,14,77,111,0
2015-02-05 13:30:00,204,106,13,77,111,0
2015-02-05 13:31:00,204,106,18,76,111,0
2015-02-05 13:32:00,204,107,55,76,112,1
2015-02-05 13:33:00,204,107,77,75,112,1
2015-02-05 13:34:00,204,106,83,75,111,0
2015-02-05 13:34:59,203,107,93,74,112,0
2015-02-05 13:36:00,204,108,93,73,114,0
2015-02-05 13:37:00,204,108,80,74,113,0
2015-02-05 13:38:00,204,107,80,75,113,0
2015-02-05 13:38:59,204,107,82,75,113,0
2015-02-05 13:40:00,204,107,86,75,113,0
2015-02-05 13:40:59,204,107,89,73,112,0
2015-02-05 13:41:59,206,106,85,71,112,0
2015-02-05 13:43:00,204,106,83,71,111,0
2015-02-05 13:44:00,207,106,78,72,112,0
2015-02-05 13:45:00,206,106,77,70,112,0
2015-02-05 13:46:00,204,106,76,70,111,0
2015-02-05 13:46:59,204,106,76,69,111,0
2015-02-05 13:47:59,204,106,75,68,111,0
2015-02-05 13:49:00,204,106,75,68,111,0
2015-02-05 13:50:00,204,106,74,67,111,0
2015-02-05 13:51:00,204,106,73,67,111,0
2015-02-05 13:52:00,204,105,75,66,111,0
2015-02-05 13:53:00,204,105,76,65,110,0
2015-02-05 13:53:59,204,105,76,65,110,0
2015-02-05 13:54:59,204,105,76,63,110,0
2015-02-05 13:56:00,204,105,78,64,110,0
2015-02-05 13:57:00,204,105,80,64,110,0
2015-02-05 13:58:00,204,104,80,62,110,0
2015-02-05 13:59:00,204,104,79,62,110,1
2015-02-05 13:59:59,204,105,74,61,110,1
2015-02-05 14:00:59,203,104,74,60,109,0
2015-02-05 14:02:00,203,104,74,58,109,0
2015-02-05 14:03:00,203,104,74,60,109,0
2015-02-05 14:04:00,204,104,74,60,109,0
2015-02-05 14:05:00,201,104,74,60,108,0
2015-02-05 14:06:00,204,104,75,60,109,0
2015-02-05 14:06:59,203,104,75,60,109,0
2015-02-05 14:08:00,203,103,76,58,108,0
2015-02-05 14:09:00,204,104,74,57,109,0
2015-02-05 14:10:00,200,103,74,57,107,0
2015-02-05 14:10:59,200,104,73,57,108,0
2015-02-05 14:12:00,199,105,74,57,108,1
2015-02-05 14:12:59,200,105,73,58,109,1
2015-02-05 14:13:59,199,106,73,57,110,1
2015-02-05 14:15:00,199,106,73,58,109,1
2015-02-05 14:16:00,199,107,72,59,111,1
2015-02-05 14:17:00,199,109,72,60,113,1
2015-02-05 14:18:00,199,112,72,64,115,1
2015-02-05 14:19:00,199,113,73,65,116,1
2015-02-05 14:19:59,199,113,73,66,117,1
2015-02-05 14:21:00,199,114,72,66,118,1
2015-02-05 14:22:00,199,116,72,68,119,1
2015-02-05 14:23:00,199,116,72,68,120,1
2015-02-05 14:23:59,199,115,72,69,119,1
2015-02-05 14:25:00,199,115,73,67,119,1
2015-02-05 14:25:59,199,118,72,67,121,1
2015-02-05 14:26:59,201,118,72,68,122,1
2015-02-05 14:28:00,199,119,72,70,122,1
2015-02-05 14:29:00,199,121,72,74,125,1
2015-02-05 14:30:00,199,122,70,78,125,1
2015-02-05 14:31:00,203,121,70,79,126,1
2015-02-05 14:31:59,199,115,72,80,119,1
2015-02-05 14:32:59,200,125,72,81,129,1
2015-02-05 14:34:00,199,125,72,83,128,1
2015-02-05 14:35:00,203,128,70,86,133,1
2015-02-05 14:36:00,199,128,73,87,131,1
2015-02-05 14:37:00,199,129,74,88,132,1
2015-02-05 14:38:00,201,130,74,90,134,1
2015-02-05 14:38:59,200,130,76,92,134,1
2015-02-05 14:39:59,200,132,78,94,136,1
2015-02-05 14:41:00,204,132,78,95,137,1
2015-02-05 14:42:00,201,131,86,95,135,1
2015-02-05 14:43:00,204,132,84,95,137,1
2015-02-05 14:44:00,204,133,81,98,138,1
2015-02-05 14:44:59,204,133,80,100,138,1
2015-02-05 14:45:59,206,132,78,100,138,1
2015-02-05 14:47:00,206,132,80,100,138,1
2015-02-05 14:48:00,204,132,82,100,137,1
2015-02-05 14:49:00,204,132,89,100,137,1
2015-02-05 14:50:00,207,132,83,100,138,1
2015-02-05 14:51:00,210,130,80,101,137,1
2015-02-05 14:51:59,210,130,80,100,137,1
2015-02-05 14:53:00,210,131,88,100,138,1
2015-02-05 14:54:00,210,132,87,101,139,1
2015-02-05 14:55:00,210,131,89,103,138,1
2015-02-05 14:55:59,213,130,89,103,138,1
2015-02-05 14:57:00,214,131,89,103,139,1
2015-02-05 14:57:59,217,132,87,105,141,1
2015-02-05 14:58:59,215,132,86,105,140,1
2015-02-05 15:00:00,217,131,88,106,140,1
2015-02-05 15:01:00,220,131,87,105,141,1
2015-02-05 15:02:00,217,132,86,106,141,1
2015-02-05 15:03:00,219,132,86,107,142,1
2015-02-05 15:04:00,217,132,86,108,141,1
2015-02-05 15:04:59,217,128,85,108,137,1
2015-02-05 15:06:00,219,128,84,106,138,1
2015-02-05 15:07:00,222,130,86,106,141,1
2015-02-05 15:08:00,223,130,84,108,141,1
2015-02-05 15:08:59,223,131,84,109,142,1
2015-02-05 15:10:00,217,131,84,109,140,1
2015-02-05 15:10:59,223,131,85,108,142,1
2015-02-05 15:11:59,220,131,85,108,141,1
2015-02-05 15:13:00,223,131,86,108,142,1
2015-02-05 15:14:00,223,131,86,108,142,1
2015-02-05 15:15:00,223,130,86,108,141,1
2015-02-05 15:16:00,223,132,80,108,143,1
2015-02-05 15:16:59,223,132,78,110,143,1
2015-02-05 15:17:59,223,132,78,110,143,1
2015-02-05 15:19:00,223,130,77,110,141,1
2015-02-05 15:20:00,223,129,77,109,140,1
2015-02-05 15:21:00,223,130,76,109,141,1
2015-02-05 15:22:00,223,129,77,109,140,1
2015-02-05 15:23:00,222,128,76,109,138,1
2015-02-05 15:23:59,223,128,74,108,139,1
2015-02-05 15:24:59,220,126,74,107,136,1
2015-02-05 15:26:00,219,126,74,107,135,1
2015-02-05 15:27:00,217,126,74,108,135,1
2015-02-05 15:28:00,217,125,74,107,134,1
2015-02-05 15:29:00,219,124,74,106,134,1
2015-02-05 15:29:59,220,124,74,107,134,1
2015-02-05 15:30:59,217,123,75,106,132,1
2015-02-05 15:32:00,217,124,75,105,133,1
2015-02-05 15:33:00,217,123,71,104,132,1
2015-02-05 15:34:00,217,120,75,102,129,1
2015-02-05 15:35:00,220,121,74,100,131,1
2015-02-05 15:36:00,217,122,75,102,131,1
